addr_street,addr_number,addr_building,addr_letter,addr_district,comm_type,comm_num,comm_room_num,data_series,data_buildingdate,data_reconstructiondate,data_buildingarea,data_livingarea,data_nonolivingarea,data_stairs,data_storeys,data_residents,data_mansardarea,eng_heatingcentral,eng_heatingauto,eng_heatingfire,eng_hotwater,eng_hotwatergas,eng_hotwaterwood,eng_electro,eng_gascentral,eng_gasnoncentral,eng_refusechute,flat_type,flat_num,flat_room_num,internal_num,lift_exploitfromdate,lift_reconstructiondate,lift_repairdate,outclean_all,param_crdate,param_ukname,param_failure,repair_year,repair_job,rfc_shaftcount,roof_metalarea,seng_liftcount,seng_pzu,special_basementarea,number,address,coordinates
Петровская ул.,15,,А,Кронштадтский,3 комн.,1,3,Индивидуальный,1900,1974,963.67,872.4,,1,3,48,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн.","2, 9","4, 27",,,,,1262.0,16.03.2010,"ООО ""Жилкомсервис Кронштадтского района""",0.0,2006; 2007; 2013; 2013; 2013; 2013,Благоустройство придомовой территории; Ремонт или замена системы электроснабжения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения,,619.69,,1,449.7,17192,"Санкт-Петербург, город Кронштадт, Петровская улица, дом 15, литера А","59.988299557,29.7730318"
Грибоедова наб.кан.,152,,А,Адмиралтейский,"3 комн., 4 комн.","3, 2","9, 8",Индивидуальный,1833,1976,3973.5,2558.63,787.67,4,4,124,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","14, 11, 4","28, 33, 16",1,,,,710.0,16.03.2010,"ООО ""Жилкомсервис № 1 Адмиралтейского района""",0.0,2003; 2003; 2004; 2004; 2008; 2008; 2008; 2011,Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт фасадов без утепления; Ремонт конструкций и замена покрытий крыш,,1647.0,,3,624.0,17193,"г.Санкт-Петербург, набережная канала Грибоедова, дом 152, литера А","59.920349519,30.287818745"
Авиаконструкторов пр.,3,2,А,Приморский,"2 комн., 3 комн., 4 комн.","2, 6, 4","4, 18, 16",504,1987,,27843.0,25301.0,11.6,12,10,1545,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн., 5 комн.","27, 166, 202, 47, 9","27, 332, 606, 188, 45",1,1987,,,19527.0,19.10.2010,"ООО""Жилкомсервис № 4 Приморского района""",0.0,2007; 2009,Капитальный ремонт лифтов (с заменой крупных узлов); Капитальный ремонт лифтов (с заменой крупных узлов),12,,12,12,3619.0,17194,"г.Санкт-Петербург, проспект Авиаконструкторов, дом 3, корпус 2, литера А","60.010999536,30.249370011"
Большой пр. В.О.,70,,А,Василеостровский,6 комн.,1,6,Индивидуальный,1899,,1316.01,725.11,463.8,2,3,15,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 5 комн.","2, 1, 1","4, 3, 5",4,,,,485.0,19.10.2010,"ООО ""УК ВОЗРОЖДЕНИЕ""",0.0,,,,579.0,,1,,17195,"г.Санкт-Петербург, Большой проспект В.О., дом 70, литера А","59.931767981,30.258498146"
Измайловский пр.,18,,Б,Адмиралтейский,2 комн.,4,8,Индивидуальный,1905,1987,931.0,751.12,74.88,1,5,28,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн.","0, 5","0, 10",1,1987,,,,21.05.2013,"ООО ""Жилкомсервис № 1 Адмиралтейского района""",0.0,2005; 2006; 2007; 2008; 2008; 2008; 2010; 2012,"Благоустройство придомовой территории; Установка узлов управления ресурсами,  с оборудованием  устройств автоматизации и диспетчеризации для обеспечения дистанционного учёта и управления;; Ремонт или замена системы горячего водоснабжения; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт или восстановление внутридомовых инженерных систем; Ремонт или замена системы отопления; Ремонт фасадов без утепления; Ремонт конструкций и замена покрытий крыш",,329.0,1,1,,17196,"г.Санкт-Петербург, Измайловский проспект, дом 18, литера Б","59.910927973,30.309548372"
Чапаева ул.,23,,А,Петроградский,"3 комн., 4 комн.","6, 2","18, 8",Индивидуальный,1914,1955,3303.87,2822.37,195.5,3,8,76,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн.","1, 31, 9, 3","1, 62, 27, 12",,2010,,,815.0,21.10.2013,"УК ООО ""Жилкомсервис №1 Петроградского района""",0.0,,,1,867.0,1,3,269.0,17197,"г.Санкт-Петербург, улица Чапаева, дом 23, литера А","59.963886408,30.330574"
Левашовский пр.,3,,А,Петроградский,"2 комн., 4 комн., 5 комн., 7 комн.","1, 2, 1, 8","2, 8, 5, 56",Индивидуальный,1939,,6294.6,4962.0,790.6,3,5,245,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","1, 8, 3, 7","1, 16, 9, 28",,,,,4382.0,21.10.2013,"ООО ""Жилкомсервис № 2 Петроградского района""",0.0,2008; 2009; 2009; 2009; 2009; 2009; 2012,Ремонт или замена системы отопления; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Расходы на изготовление проектно-сметной документации,,1929.2,,3,1000.5,17198,"г.Санкт-Петербург, Левашовский проспект, дом 3, литера А","59.966530831,30.296718724"
"г. Красное Село, Красногородская ул.",7,2,А,Красносельский,3 комн.,10,30,Индивидуальный,2009,,7197.6,6155.0,,5,5,315,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","20, 21, 39, 3","20, 42, 117, 12",,,,,3607.0,21.10.2013,"ООО ""Жилкомсервис №4 Красное Село""",0.0,,,,,,5,1288.7,17199,"Санкт-Петербург, город Красное Село, Красногородская улица, дом 7, корпус 2, литера А","59.718951859,30.085290031"
Б.Морская ул.,17,,А,Центральный,"5 комн., 6 комн.","2, 1","10, 6",Индивидуальный,1817,,2732.0,2096.2,308.8,3,4,64,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн., 5 комн.","3, 6, 6, 4, 2","3, 12, 18, 16, 10",7,,,,338.0,21.10.2013,"ООО ""Евро Сити""",0.0,,,,1146.0,,3,64.0,17200,"г.Санкт-Петербург, Большая Морская улица, дом 17, литера А","59.934940711,30.314908042"
Коломенская ул.,31,,А,Центральный,3 комн.,1,3,Индивидуальный,1867,1968,1717.1,1145.39,357.61,2,4,34,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","8, 4, 3","16, 12, 12",3,,,,1132.0,21.10.2013,"ООО ""Жилкомсервис № 2 Центрального района""",0.0,,,,,,2,417.5,17201,"г.Санкт-Петербург, Коломенская улица, дом 31, литера А","59.922795389,30.352548565"
Дальневосточный пр.,38,,Ф,Невский,3 комн.,1,3,Ж 5733/8,1970,,7856.82,6600.82,,3,12,261,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн.","84, 48, 23","84, 96, 69",,2007,,,6959.0,21.10.2013,ЖСК № 507,0.0,,,2,,3,3,632.0,17202,"г.Санкт-Петербург, Дальневосточный проспект, дом 38, литера Ф","59.896430018,30.463266847"
Ковенский пер.,28,,А,Центральный,"3 комн., 4 комн.","1, 2","3, 8",Индивидуальный,1860,,1444.88,1039.68,233.2,2,4,31,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","2, 3, 3","4, 9, 12",6,,,,178.0,21.10.2013,"ООО ""Жилкомсервис № 3 Центрального района""",0.0,,,,731.0,,2,232.0,17203,"г.Санкт-Петербург, Ковенский переулок, дом 28, литера А","59.937401571,30.363839097"
Кирочная ул.,17,,А,Центральный,"3 комн., 4 комн., 5 комн., 6 комн., 7 комн.","3, 4, 3, 1, 1","9, 16, 15, 6, 7",Индивидуальный,1908,1962,5691.06,3744.06,1374.0,4,7,120,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн.","1, 5, 5, 2, 4, 2","1, 10, 15, 8, 20, 12",12,1984 г.,,,399.0,21.10.2013,"ООО ""Жилкомсервис № 1 Центрального района""",0.0,,,,1386.0,3,4,665.0,17204,"г.Санкт-Петербург, Кирочная улица, дом 17, литера А","59.943704895,30.359003662"
12-я линия В.О.,19,,А,Василеостровский,"2 комн., 3 комн., 4 комн., 5 комн., 6 комн.","1, 4, 5, 5, 1","2, 12, 20, 25, 6",Индивидуальный,1913,,5243.66,4587.66,32.0,5,6,105,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн., 5 комн.","6, 15, 3, 5","12, 45, 12, 25",1,"1977-3, 1989-1.","2016-2., 2017-1",,526.0,21.10.2013,"ООО ""Жилкомсервис № 1 Василеостровского района""",0.0,,,,1419.0,4,5,788.8,17205,"г.Санкт-Петербург, 12-я линия В.О., дом 19, литера А","59.939313842,30.273900221"
Гражданский пр.,112,1,А,Калининский,3 комн.,1,3,137-032-1/16,1980,,11805.5,9590.5,,2,16,735,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн.","33, 123, 33","33, 246, 99",,1980 г.,2012 г.,,,21.10.2013,"ТСЖ ""СПб, Гражданский просп., д. 112, корп. 1""",0.0,1994; 2000; 2000; 2003; 2006; 2007; 2007; 2008; 2008; 2010; 2012; 2012; 2013,Ремонт фасада (Герметизация стыков стеновых панелей); Капитальный ремонт лифтов; Ремонт розлива холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов (с заменой крупных узлов); Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт или замена системы электроснабжения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Капитальный ремонт лифтов (с заменой крупных узлов); Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов; Ремонт или замена системы отопления; Ремонт конструкций и замена покрытий крыш,2,,4,4,913.2,17206,"г.Санкт-Петербург, Гражданский проспект, дом 112, корпус 1, литера А","60.031788922,30.414647477"
Петропавловская ул.,6,,А,Петроградский,"4 комн., 5 комн., 6 комн., 7 комн.","6, 1, 9, 3","24, 5, 54, 22",Индивидуальный,1910,,6335.9,5048.2,690.5,6,7,247,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн., 6 комн., 7 комн.","2, 4, 5, 7, 2, 0","2, 8, 15, 28, 12, 0",,2009,,,340.0,21.10.2013,"ООО ""Жилкомсервис № 1 Петроградского района""",0.0,2003; 2005; 2008; 2008; 2008; 2008; 2014; 2014; 2015; 2015,Ремонт конструкций и замена покрытий крыш; Разные работы; Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления; Ремонт конструкций и замена покрытий крыш; Расходы на изготовление проектно-сметной документации; Расходы на изготовление проектно-сметной документации; Ремонт или замена системы газоснабжения; Ремонт или замена системы электроснабжения,,1739.0,3,6,570.0,17207,"г.Санкт-Петербург, Петропавловская улица, дом 6, литера А","59.966917442,30.313992695"
Шамшева ул.,15а,,А,Петроградский,4 комн.,2,8,Индивидуальный,1904,,1164.7,920.9,9.6,1,5,34,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"3 комн., 4 комн.","1, 7","3, 28",3,,,,695.0,21.10.2013,"ООО ""Жилкомсервис № 2 Петроградского района""",0.0,,,,355.0,,1,164.2,17208,"г.Санкт-Петербург, Шамшева улица, дом 15а, литера А","59.961230238,30.300180816"
Псковская ул.,13,,А,Адмиралтейский,"4 комн., 5 комн.","1, 1","4, 5",Индивидуальный,1907,,1272.6,1031.8,,1,5,53,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 4 комн.","13, 1","26, 4",,,,,279.0,21.10.2013,"ООО ""СТИЛЕС""",0.0,,,,351.23,,1,145.0,17209,"г.Санкт-Петербург, Псковская улица, дом 13, литера А","59.919254586,30.279322036"
Очаковская ул.,9,,А,Центральный,4 комн.,1,4,Индивидуальный,1916,,1803.5,410.9,1270.8,1,3,16,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"3 комн., 4 комн.","3, 1","9, 4",1,,,,1888.0,21.10.2013,"ООО ""Жилкомсервис № 3 Центрального района""",0.0,,,,922.5,,1,679.9,17210,"г.Санкт-Петербург, Очаковская улица, дом 9, литера А","59.945210839,30.386062297"
